	artist	category	genre	title	tracks	year	id	merged_values
5037	Vanya Shtereva	Rock	Undefined	In Vitro	6037	2003	105232	
5038	Dj Satori	Rock	Techno	Tribal Mix Sessions Voã¬. 1	6038	2002	105233	
5039	Deep Purple	Rock	Hard Rock	Black Night Over Europe	6039	1991	105234	
5040	Sting	Rock	Rock	Montreaux '91	6040	1991	105235	
5041	Various Artists	Rock		The Best Of The Sound Of Sunshine	6041		105236	
5042	Various	Rock	Rock	Atlantic Rhythm & Blues (6)	6042	2002	105237	
5043	Extreme	Rock		Holland 1991	6043	1991	105238	
5044	Metallica	Rock		Metallica Mega Mix	6044		105240	
5045	Depeche Mode	Rock		Music For The Masses Limited Remix Edition	6045		105241	
5046	Black Sabbath	Rock	Hard Rock	Night Terrors West Palm Beach 13-07-01	6046	2001	105242	
5047	The Fat Nuns	Rock	Punk	Rusevine	6047		105243	
5048	Johnny And The Hurricanes	Rock		Johnny And The Hurricanes	6048		105244	
5049	The Subsonics	Rock		Follow Me Down	6049		105245	
5050	No Use For A Name	Rock	Punk Rock	Leche Con Carne!	6050		105246	
5051	The Screws	Rock	Punk	Present 12 New Hate Filled Classics	6051	1999	105247	
5052	Y.O.G	Rock	Hip-hop	Don Squad Productions Vol.00001	6052		105248	
5053	Earthmover	Rock	Hardcore	Death Carved In Every Word	6053		105249	
5054	Johnny & The Hurricanes	Rock		Gold	6054		105250	
5055	Saves The Day	Rock	Punk	Stay What You Are	6055	2001	105251	
5056	Richard Gotainer	Rock		Les Quatre Saisons	6056		105252	
5057	Velocity Girl	Rock		Â¡simpatico!	6057		105253	
5058	Neuza	Rock	Portuguesa	O Teu Melhor Abrigo	6058		105254	
5059	Various	Rock	Oldies	Super Hits Of The 70' - Have A Nice Day Vol. 1	6059		105255	
5060	Cessna	Rock		Terminus	6060		105256	
5061	Beach Boys	Rock		Sunflower	6061		105257	
5062	Puerkoespin	Rock		Locuras Del Capital	6062		105258	
5063	Big Star	Rock		#1 Record (20 Bit Remaster)	6063		105259	
5064	Various Artists	Rock	Classic Pop	The Greatest Hits Of The 70's	6064	1970	105260	
5065	Stories	Rock	Classic Rock	About Us	6065	1996	105261	
5066	Various	Rock	Rock & Roll	Rediscover The 60's Disk2	6066		105262	
5067	Cream	Rock	Rock	The Best	6067		105264	
5068	Sludgeworth	Rock		What's This?	6068		105265	
5069	Smã¸lferne	Rock	Julemusik	Jul Med Smã¸lferne	6069	1996	105267	
5070	Various	Rock	Classic Rock	Super 70's Vol. 5	6070	1994	105268	
5071	Ugly Kid Joe	Rock	Rock	Motel California	6071	1996	105269	
5072	The Proxy Decoys	Rock		Some Assembly Required	6072		105270	
5073	Various	Rock	Gothic & Punk	Psychokiller Quã©st Que Cã©st Part Two	6073		105271	
5074	Botellita De Jerez	Rock		La Venganza Del Hijo Del Guacarock	6074		105272	
5075	Jimmy Ruffin	Rock	Techno-industrial	Son Of A Preacher Man	6075		105273	
5076	The Silos	Rock		The Silos	6076		105275	
5077	Â³â¯â¦ãšâ±j	Rock	Pop	Â´xâ¤ã€ã„ãâªâºâ¬ã¹â·|	6077	1980	105276	
5078	Two-bit Thief	Rock		Another Sad Story... In The Big City	6078		105278	
5079	Era	Rock	Electronic	Era	6079	1996	105279	
5080	Roxette	Rock	Rock	Room Service	6080		105280	
5081	Kim Boyce	Rock	Rock	This I Know	6081	1990	105281	
5082	Begee	Rock	Gangsta Rap	Black Gorilla Mila Tactics	6082	1996	105282	
5083	Madness	Rock	Ska	Keep Moving	6083	1984	105283	
5084	Pink Floyd	Rock		The Final Cut	6084		105284	
5085	Juanes	Rock	Latin	Un Dia Normal	6085	2002	105285	
5086	Sheltering Sky	Rock	Rock	Hot Hazy And Human	6086	1992	105286	
5087	Scissor Sisters	Rock	Pop/funk	Scissor Sisters	6087	2004	105287	
5088	Allegro	Rock	Metal	Allegro	6088		105288	
5089	Biohazard	Rock	Rock	New World Disorder	6089	1999	105290	
5090	Aa.Vv.	Rock	Pop	Bmg Ottobre 2003	6090	2003	105291	
5091	Ãœâ·ã“â½ã·ã«	Rock	Pop	Â±â©â·ã§ã…â®ã‰ã±lorelei	6091	1985	105292	
5092	Udo Lindenberg	Rock	Rock	Udopia	6092	1981	105293	
5093	Wilco	Rock		A.M.	6093		105294	
5094	88nã£o!	Rock		Quanta Cerveja	6094		105295	
5095	Susanna Hoffs	Rock	Pop	When You're A Boy	6095		105297	
5096	Razz	Rock	Hip-hop	Kast Dine Hã¦nder Op	6096	2003	105298	
5097	Sacco & Mancetti	Rock		Supersonic	6097		105299	
5098	Frank Zappa	Rock		Thing-fish: Part 1	6098		105300	
5099	Dust From Gold	Rock	Electronic	The Laboratory Modified Perceptions	6099	1998	105301	
5100	Hulk	Rock		Hulk	6100		105302	
5101	Tezkej Pokondr	Rock	Pop	Vic Nez Gottzila	6101		105303	
5102	'else	Rock	Rock	New Machinegun Etiquette	6102		105304	
5103	The Dogs	Rock	Rap	Beware Of The Dogs	6103	1991	105305	
5104	Organization S.F.	Rock	Alternative Metal	Savor The Flavor	6104	1995	105306	
5105	Bruce Springsteen	Rock		Born In The U.S.A.	6105	1984	105307	
5106	Silvina Garre	Rock	Musical	Lo Mejor De Los Mejores (emi100 Centenary Collection)	6106		105308	
5107	Martin Smith	Rock	Pop	Bitter Sun After Dark	6107	1990	105309	
5108	Stone Temple Pilots	Rock	Rock	Shangri-la Dee Da	6108	2001	105310	
5109	Barry & Michelle Patterson	Rock		Birth	6109		105311	
5110	Frank Boeijen Groep	Rock		1	6110		105312	
5111	Elvis Costello & The Attractions	Rock	Rock	Blood & Chocolate	6111	1986	105313	
5112	Eden's Poets	Rock		Garden	6112		105314	
5113	Gigi D'alessio	Rock	Pop	Buona Vita - Cd 2	6113	2003	105315	
5114	Mercy Me	Rock		...And The Devil Makes Seven	6114		105316	
5115	Stan Bush	Rock		Dial 828 888-8638	6115		105317	
5116	Â§ã¹â¼wâ°â¶	Rock	Easy Listening	Â¦aã„ã²â±â¡â½tâºã«â¿ã¯	6116		105318	
5117	Headstone Epitaph	Rock		Power Games	6117		105319	
5118	Various	Rock	Electronic	Trax Sampler 058	6118	2002	105320	
5119	Joe Cocker	Rock	Rock	One Night Of Sin	6119	1989	105321	
5120	Ace Of Base	Rock	Dance	Happy Nation	6120	1993	105322	
5121	Soul Coughing	Rock		Irresistible Bliss - Japanese Import - Disc 1	6121		105324	
5122	Puhdys	Rock		Rock Aus Deutschland Vol. 19 Cd 1	6122		105326	
5123	Jule Neigel Band	Rock		Sphinx	6123		105327	
5124	Gary Barlow	Rock	Pop	Open Road	6124	1997	105328	
5125	Eddy Herrera	Rock	Latin	Los Hombres Calientes	6125	1996	105329	
5126	Colin Linden	Rock		When The Spirit Comes	6126		105330	
5127	Various Artists	Rock	Instrumental	Synthesizer Greats	6127		105331	
5128	Leanan Sidhe	Rock	Metal	Nightmare Be Thy Name	6128	2002	105332	
5129	Willi Jones	Rock		Willi Jones	6129		105333	
5130	Ãã­ãžâº	Rock	Rock	Ã„ã‡ã’â»ã„ãª(cd2)	6130	2002	105334	
5131	Johnny Socko	Rock	Rock	Quatro	6131	1999	105335	
5132	Puddle Of Mudd	Rock	Rock	Come Clean	6132	2002	105337	
5133	Amaral	Rock	Pop	Estrella De Mar	6133	2002	105338	
5134	Lunapop	Rock	Pop-folk	Squerez	6134	2000	105339	
5135	Grave Digger	Rock	Heavy Metal	Knights Of The Cross	6135	1998	105340	
5136	Shy	Rock	Hard Rock	Excess All Areas	6136	1987	105341	
5137	Calla	Rock	Rock	Calla	6137	1999	105342	
5138	Jamiroquai	Rock	Hip/hop	Synkronized	6138	1999	105343	
5139	Stryper	Rock	Rock	Can't Stop The Rock: The Stryper Collection 1984-1991	6139	1991	105344	
5140	Soundgarden	Rock	Rock	Louder Than Love	6140	1989	105345	
5141	Various Artists	Rock	Rock	Modern Rock - Dance (disc 2)	6141	1999	105346	
5142	Fool's Garden	Rock		Once In A Blue Moon	6142		105347	
5143	Bonnie Raitt	Rock	Rock	Luck Of The Draw	6143	1991	105348	
5144	Ã†ã ã±ã¬ã¨ã­	Rock	Pop	Ã„ã®ã«ã£ã¨ã¥ Ã„ã­ã¨	6144	2000	105349	
5145	Baxendale	Rock	Britpop	You Will Have Your Revenge	6145	1999	105350	
5146	Pitbull Daycare	Rock	Rock	Six Six Sex	6146	1998	105351	
5147	Various	Rock		Music For Special Moments	6147		105352	
5148	Heinrich Beats The Drum	Rock		Forever In Dust	6148		105353	
5149	? Green Fuse ?	Rock	Rock	Jam Sessions	6149	2002	105354	
5150	Various Artists	Rock	Rock	1997 Grammy Nominees	6150	1997	105355	
5151	Pearl Jam	Rock	Rock	No Code	6151	1996	105356	
5152	U2	Rock	Rock	Hits Cd-2	6152		105357	
5153	Various Artists	Rock	Hard Rock	Metal Meltdown	6153	2001	105358	
5154	Jean-patrick Capdevielle	Rock	Rock	Collection Or	6154	1992	105359	
5155	Various Artists	Rock	Soundtrack	Last Action Hero	6155	1993	105360	
5156	Moke	Rock	Rock	Moke	6156	1998	105361	
5157	Spanish Fly	Rock		Sf: Spanish Fly	6157		105362	
5158	Pete Droge	Rock		Spacey And Shakin	6158		105364	
5159	Janek Ledecky Nektery Veci Jsou Jenom Jednou	Rock		Janek Ledecky Nektery Veci Jsou Jenom Jednou	6159		105365	
5160	Time Machine	Rock	Progressive Metal	Reviviscence	6160	2004	105366	
5161	A-europa	Rock	Pop	A-europa	6161	2002	105367	
5162	The Knack	Rock		Zoom	6162		105368	
5163	Various Artists	Rock	Rock	Fmqb Modern-active Rock Mix Volume 60	6163	2002	105369	
5164	Suicidal Tendencies	Rock	Rock	The Art Of Rebellion	6164	1992	105370	
5165	Ridin' Thumb	Rock	Funk	Work It Out	6165	2002	105371	
5166	Pearl Jam	Rock		06-14-00 Praha, Czech Republic (side B)	6166	2000	105373	
5167	Varios	Rock	Rock	Maã±ana Cruzamos El Missouri	6167	1997	105374	
5168	2 Pac	Rock		Greatest Hits - Vol. 2	6168		105375	
5169	Various Artists	Rock	Rock	76 Back Trax	6169	2004	105376	
5170	Paul Mccartney	Rock	Rock	Mccartney Ii	6170	1980	105377	
5171	Rush (live)	Rock	Rock	The Fifth Order Of Angels	6171	1974	105378	
5172	Ekv	Rock	Rock	Najbolje	6172		105379	
5173	Dj Screw	Rock	Hip-hop	All Work No Play	6173	1999	105380	
5174	Georgia Satellites	Rock	Rock	Town & Country Club 1988	6174	1988	105381	
5175	Y&t	Rock	Rock	Ten	6175	1990	105382	
5176	Titan	Rock	Electronic	Elevator	6176	1999	105383	
5177	Frankie Goes To Hollywoods To Hollywood	Rock	Pop	Bang!...The Greatest Hits Of Frankie Goes To Hollywood	6177	1993	105384	
5178	Heroes De Silencio	Rock	Rock	Raresas	6178		105385	
5179	Ilse De Lange	Rock		Tilburg Febr 13 2001	6179		105386	
5180	The Michael Schenker Group	Rock	Hard Rock	Written In The Sand	6180	1996	105387	
5181	Man	Rock		The Twang Dynasty	6181		105388	
5182	Joaquin Sabina	Rock	Rock	Nos Sobran Los Motivos Acustico 1	6182	2000	105389	
5183	Matt Harding	Rock	Rock	Sketches	6183	1999	105390	
5184	Iron Maiden	Rock	Metal	Killers	6184	1981	105391	
5185	Kreuzfeuer	Rock		Blut Fã¼r Blut	6185		105392	
5186	Pet Engine	Rock		Feeling Like A Hundred Bucks	6186		105393	
5187	Route 66	Rock	Rock	Live At The Grenzâ´	6187	1994	105395	
5188	Various Artists	Rock	Anime	Ã£â‚¬å’ã¦â©å¸ã¥â€¹â€¢ã¦ë†â¦ã¥â£â«ã£â€šâ¬ã£æ’â³ã£æ’â‚¬ã£æ’â seedã£â‚¬?complete Best	6188	2003	105396	
5189	Almond, Marc & The Willing Sinners	Rock		Mother Fist And Her Five Daughters	6189		105397	
5190	Santa Esmeralda	Rock	Rock	The Best Of Santa Esmeralda	6190		105398	
5191	Sinã©ad O'connor	Rock	Soul	The Year Of The Horse	6191		105399	
5192	Fork & Spoon Raspberry	Rock	Pop	Welcome To Goober Island	6192	2001	105400	
5193	Bruce Springsteen	Rock	Rock & Roll	Hard Land (live) - Disc 1	6193	1995	105402	
5194	R. Kelly	Rock		12 Play	6194		105404	
5195	Lisa Stansfield	Rock	Pop	Affection	6195	1989	105405	
5196	Toshinori Yonekura	Rock	R&b	Single Collection Side B 1992-2001	6196		105406	
5197	Michele Zarrillo	Rock	Pop	Le Occasioni Dell'amore Cd1	6197	2002	105407	
5198	Eminent Child	Rock	Rock	Into The Universe	6198	2000	105408	
5199	Jarabe De Palo	Rock		De Vuelta Y Vuelta	6199		105409	
5200	Various Artistsan James	Rock	House	Bargrooves Members Only - Original Mix By Dylan James	6200	2000	105410	
5201	Title Of Record	Rock	Rock	Filter	6201	1999	105411	
5202	Whigfield	Rock		Whigfield	6202		105412	
5203	Steve Hackett	Rock	Rock	Full Moon And Empty Skies (disc 1)	6203		105414	
5204	Xavier Naidoo	Rock	A Cappella	Alles Fã¼r Den Herrn Cd 2	6204	2002	105415	
5205	Doors	Rock	Classic Rock	In Concert [disc 2]	6205	1991	105416	
5206	Emperor	Rock		Live In Frostland	6206		105417	
5207	Delerium	Rock	Synthpop	Poem	6207	2001	105418	
5208	Ziff	Rock	Progressive Rock	Stories	6208	1995	105419	
5209	Omega	Rock	Progressive Rock	The Best Of Omega Vol.Ii	6209	1979	105420	
5210	Steve Vai	Rock	Hard Rock	Live At Zepp Osaka 1-26-00 (disc 1)	6210	2000	105421	
5211	Various	Rock	Progressive Rock	Le Mailleur Du Rock Progressif Japonais	6211	1998	105422	
5212	The Radiators	Rock		Work Done On Premises	6212		105423	
5213	The Fabulous 50's & 60's	Rock	Rock & Roll	Surfin' & Cruisin'	6213	1990	105424	
5214	Pet Shop Boys	Rock	Club	Disco 2 [non Mixed]	6214	1994	105426	
5215	Exec	Rock	Techno	Music From Mind	6215	1996	105427	
5216	Bigfood	Rock	Funk	Semi-precious Metal	6216	1990	105428	
5217	The Chills	Rock	New Zealand	Secret Box - Salvaged Bullion (disk 2)	6217	2001	105429	
5218	Various Artists	Rock	Dance	Ultimix 64	6218		105430	
5219	Incubus	Rock	Rock	S.C.I.E.N.C.E.	6219	1997	105431	
5220	Emerson, Lake & Palmer	Rock	Rock	The Return Of The Manticore Disc 3 Of 4	6220	1993	105432	
5221	New Order	Rock	Rock	Substance 1987 (disc 1)	6221	1987	105433	
5222	The Rolling Stones	Rock	Rock	Bridges To Babylon Japanese Tour	6222	1998	105434	
5223	Peter Gabriel	Rock		Warming Up (disc 2)	6223	2002	105435	
5224	Piero Pelã¹	Rock	Rock	U.D.S. - L'uomo Della Strada	6224	2002	105436	
5225	Tears For Fears	Rock		Shout	6225		105437	
5226	The Searchers	Rock		Sugar And Spice (mono & Stereo + Bonus Tr.)	6226		105438	
5227	The Chrysanthemums	Rock		Little Flecks Of Foam Around Barking	6227		105440	
5228	Varius Artists	Rock	Dance	Phat Tracks No. 32	6228	2000	105441	
5229	Blondie	Rock	Rock	Remixed Remade Remodeled	6229	1995	105442	
5230	Elvis Presley	Rock	Rock & Roll	Soldier Boy Is Back	6230		105443	
5231	Nonpoint	Rock		Statement	6231		105444	
5232	Tool	Rock		Dissected	6232		105445	
5233	Verenas	Rock		80â´s	6233		105446	
5234	Onix	Rock	Gangsta Rap	Triggernometry	6234	2003	105447	
5235	Decomposing Serenity-mortuary Hacking Session	Rock	Death Metal	Split	6235		105448	
5236	Pop Will Eat Itself	Rock		Now For A Feast	6236		105449	
5237	Sweet Baby	Rock	Rock	It's A Girl!	6237		105450	
5238	Prop 13	Rock	Punk	Change Is Good	6238	1997	105451	
5239	Whitehurst, Logan	Rock	Cult	Mini Album Of Luv	6239		105452	
5240	Hard-ons	Rock	Punk Rock	Love Is A Battlefield Of Wounded Hearts	6240	1989	105453	
5241	Adam West	Rock	Rock	Right On!	6241	2002	105454	
5242	Bronco Busters	Rock		Fuzz Parade	6242		105455	
5243	The No One	Rock	Punk	Serving Cool Tastes	6243	2002	105456	
5244	The Blow	Rock		Don't Do The Bomb Before My Moustache Comes	6244		105457	
5245	Ordures Ioniques	Rock		Je M'en Viens Soã»l	6245		105458	
5246	Jerry Lee Lewis	Rock	Rock & Roll	Triomphes Des Stars	6246		105459	
5247	The Suicide Machines	Rock	Punk	A Match And Some Gasoline	6247	2003	105460	
5248	The Drugstore Cowboys	Rock	Rock & Roll	Crash & Burn	6248		105461	
5249	Potatoes	Rock	Instrumental	This Is The Potatoes	6249		105462	
5250	Agent Orange	Rock		Greatest And Latest	6250		105463	
5251	Various Artists	Rock	Rock	Serie Oro Exitos De Siempre 1958 - Cd1	6251		105464	
5252	The Clash	Rock		Cardiff Live 22 July 1977	6252		105465	
5253	Gorgons	Rock	Rock	Number One	6253	1992	105466	
5254	Violent Femmes	Rock	Rock	3	6254	1988	105467	
5255	Six Ft Hick	Rock	Rock	Chicken	6255	2000	105468	
5256	Various Artists	Rock	Rock	The 70's	6256		105469	
5257	Tommy Conwell And The Young Rumblers	Rock		Guitar Trouble	6257		105470	
5258	Porretas	Rock	Rock	Ultima Generacion	6258	1993	105471	
5259	Josie And The Pussycats	Rock	Rock	Josie And The Pussycats Movie Soundtrack	6259	2001	105472	
5260	The Mad Capsule Market's	Rock	Rock	Park	6260		105473	
5261	Ustmamã²	Rock		Ustmamã²	6261		105474	
5262	Hurriganes	Rock		Live At Metropol	6262		105475	
5263	B'ehl	Rock	Rock	Bright Eyes	6263		105476	
5264	Lost Sounds	Rock	Darkwave	Memphis Is Dead	6264		105477	
5265	Drew Young	Rock	Other	Hide Out With Me	6265	1997	105478	
5266	Reeperbahn	Rock	Pop	Reeperbahn	6266	1979	105479	
5267	Die Apokalyptischen Reiter	Rock	Metal	Soft & Stronger	6267	1997	105480	
5268	Prozzak	Rock	Rock	Saturday People	6268	2000	105481	
5269	El Inquilino Comunista	Rock	Rock	Bluff	6269		105482	
5270	Nelson Coelho De Castro	Rock	Pop	Juntos	6270	1981	105483	
5271	Abaddon Incarnate	Rock		The Last Supper	6271		105484	
5272	Joy & Lara	Rock		These Strange Days	6272		105485	
5273	Die Freie Garage	Rock		Hometown	6273		105486	
5274	Girls Against Boys	Rock	Alternative	You Can't Fight What You Can't See	6274	2002	105487	
5275	Inadaptats	Rock		Motã­! Avalot...	6275		105488	
5276	Reid Paley	Rock		Lucky's Tune	6276		105489	
5277	Doobie Brothers - Stampede	Rock	Rock	Doobie Brothers - Stampede	6277	1975	105491	
5278	Alice Donut	Rock		Pure Acid Park	6278		105492	
5279	Dr. John	Rock	R&b	The Early Times Of Dr. John	6279		105494	
5280	Flour	Rock		Machinery Hill	6280		105495	
5281	Gulff	Rock	Rock	Ã¥?â€ã¥â¥?ã¦â€ºâ²ã£â‚¬å“the 2nd Lpã£â‚¬å“	6281	2002	105496	
5282	Anouk	Rock	Rock	Graduated Fool	6282	2003	105497	
5283	Whopper	Rock	Punk	No Music Here	6283	2003	105498	
5284	Virgin Megastore	Rock	Rock	Best Of British	6284	2003	105499	
5285	Drain S.T.H.	Rock	Rock	Freaks Of Nature	6285	1999	105500	
5286	Bee Gees	Rock	Pop	To Whom It May Concern	6286	1972	105501	
5287	Stept On	Rock		Lonely	6287		105502	
5288	Di Leva	Rock	Pop	Jag Ã¤r Du	6288	1997	105503	
5289	Christine Anu	Rock	Vocal	Stylin' Up	6289	1995	105504	
5290	Telephone	Rock		Sur La Route (cd1)	6290		105505	
5291	Os Mulheres Negras	Rock	Alternative	Mãºsica Serve Pra Isso	6291	1989	105506	
5292	Freud Marx Engels & Jung	Rock	Rock	Takamehtien Mekatã¤htiã¤	6292	1989	105507	
5293	Eraserheads	Rock		Ultraelectromagneticpop	6293		105508	
5294	Brad	Rock	Rock	Interiors	6294		105509	
5295	W.E.T	Rock		Rockâ´nâ´roll Meltdown	6295		105510	
5296	Epic Soundtracks	Rock		Rise Above	6296		105511	
5297	Sorrow	Rock	Rock & Roll	Confusion	6297	2003	105512	
5298	Various Artists	Rock	Samba	Happy Baby Party Vol 1	6298	1999	105514	
5299	Georgia	Rock		Everybody's God	6299		105515	
5300	Annione	Rock		Annione	6300		105516	
5301	Barjudah	Rock		Stronger	6301		105517	
5302	Ã‚ã¨ã±ã®ãªã®ã±ã­ã»ã© Ã£ã®ã¤	Rock	Rock	Ãšã®ã²ã®ã°ã»ã© Ã¯ã®ã¢ã²ã®ã°ã¿ã¥ã²ã±ã¿	6302		105518	
5303	Clockhouse	Rock		Sundials + Wires	6303		105519	
5304	Fred Savage And The Unbeatables	Rock	Rock Ska	Fred Savage And The Unbeatables	6304	2003	105520	
5305	Radio Noise	Rock	Ska	What It Takes	6305	2002	105521	
5306	The Spin	Rock		The Goddess Of Love	6306		105522	
5307	Uncle Ho	Rock	Alternrock	Deflowers Lunch	6307		105523	
5308	Top Authority	Rock	Rap	Top Authority	6308		105524	
5309	Various Artists	Rock	Dance	Dance Collection (vol.26) - Tormentoni	6309	2003	105525	
5310	Sparta	Rock	Rock	Wiretap Scars	6310	2002	105526	
5311	Solid Base	Rock	Dance	The Take Off	6311	1998	105527	
5312	7 Days A Week	Rock		Justolosova Dance	6312		105528	
5313	The Beatles	Rock	Rock	The Beatles - 1967-1970 (cd2)	6313	1993	105529	
5314	Daniel Kã¼blbã¶ck	Rock	Pop	Positive Energie	6314	2003	105530	
5315	Freedom For King-kong	Rock	Rock	Primate Diplomate	6315	2000	105531	
5316	Soma	Rock		Soma	6316		105532	
5317	Darna	Rock	Heavy Metal	Darna	6317	2002	105533	
5318	The Mutton Birds	Rock	Rock	Envy Of Angels	6318	1996	105534	
5319	Sober	Rock	Metal	Paradysso	6319	2002	105535	
5320	Jason And The Scorchers	Rock		Midnight Roads And Stages (disc 1)	6320		105536	
5321	10 Cc	Rock		10 Cc's Greatest Hits 1972-1978	6321		105537	
5322	Various Artists	Rock		The Rock Collection - Guitar Rock 1	6322		105538	
5323	John Reuben	Rock	Rap	Hindsight (advance Release)	6323		105539	
5324	Andre Gagnon	Rock	Instrumental	Noel	6324	2000	105540	
5325	Jessica Andrews	Rock	Rock	Irresistible	6325		105541	
5326	Vaughn	Rock	Hard Rock	Forever Live	6326	2001	105542	
5327	Anders Glenmark	Rock	Rock	Alla Dessa Bilder	6327	2002	105544	
5328	Steve Thomson	Rock		Steve Thomson	6328		105545	
5329	Jim Diamond	Rock	Pop	Double Crossed	6329		105547	
5330	Deep Purple	Rock	Hard Rock	Bananas	6330	2003	105550	
5331	Toshi Kubota	Rock	R&b	Nothing But Your Love	6331	2000	105551	
5332	Per Gessle	Rock		The World According To Gessle	6332		105553	
5333	Emotional Joystick	Rock	Electronic	Bellicose Pacific (promo Pre-release)	6333	2002	105554	
5334	Gorky Park	Rock		Stare	6334		105555	
5335	Bryan Adams	Rock	Rock	Unplugged	6335	1997	105556	
5336	Strauss	Rock	Rock	Social Insecurities	6336		105557	
5337	Tumbleweed	Rock	Rock	Galactaphonic	6337		105558	
5338	Deejay Punk-roc	Rock	Rock	Thrift Store Classics (cd Two)	6338		105559	
5339	Scorpions	Rock	Rock	The Back To Black Collection	6339	2000	105560	
5340	Skillet	Rock		Alien Youth	6340		105561	
5341	Rush	Rock	Rock	Test For Echo	6341	1996	105562	
5342	Various Artists	Rock	Soul	Soul'd Together Vol. 4	6342		105564	
5343	Gladys Knight	Rock	Soul	Good Woman	6343	1991	105566	
5344	Renaud	Rock		Paris-provinces Cd2	6344		105568	
5345	Mixed Kiwis	Rock	Rock	Nature Best Cd2	6345	2001	105570	
5346	The Rolling Stones	Rock	Rock	Just Another Gig	6346		105571	
5347	Cream	Rock		Wheels Of Fire (disk 1)	6347		105572	
5348	Think Out Loud	Rock		Shelf Life	6348		105573	
5349	King Crimson	Rock	Progressive Rock	Projekct Three - Masque	6349	1999	105574	
5350	Waterboys	Rock	Alt. Rock	Fisherman's Blues	6350	1988	105575	
5351	Julieta Venegas	Rock		Bueninvento	6351		105576	
5352	Spirit Caravan	Rock	Rock	Jug Fulla Sun	6352	1999	105577	
5353	Anesthesia	Rock		Eye For An Eye	6353		105578	
5354	Various	Rock		Bat Head Soup - Tribute To Ozzy	6354		105579	
5355	Rebel Train	Rock		Laying Tracks	6355		105580	
5356	Billy Joel	Rock		Greatest Hits Volume Ii (1978-85)	6356		105581	
5357	The Racketeers	Rock	Rock	Long Time Gone	6357	1999	105582	
5358	Liza	Rock	Easy Listening	Andra Sinnen	6358	1995	105583	
5359	Wishbone Ash	Rock	Classic Rock	Just Testing	6359	1980	105584	
5360	Ã€ã­â³ Ã‹ã®ã°ã ãª	Rock	Pop	Ã’ã ã¬ Ã¤ã¥ Ã²ã¨ Âº	6360	2002	105585	
5361	Flash Cadillac	Rock		A Night At The Symphony	6361		105586	
5362	Distance	Rock	Rock	Under The One Sky 1989	6362	1989	105587	
5363	Garlic	Rock	Alternative	The Murky World Of Seats	6363	2002	105588	
