artist	category	genre	title	tracks	year	id	merged_values
Cab Calloway	Jazz	Jazz	Jazz After Hours	2252	2001	101284	
Herman Van Veen & The Rosenberg Trio	Jazz	Jazz	Je Zoenen Zijn Zoeter	2253		101285	
Benny Goodman	Jazz	Swing	Live At Carnegie Hall (1937) - Disc One	2254	1937	101286	
Spiel Acid Jazz Band	Jazz	Jazz		2255		101287	
Chicago	Jazz	Jazz	Night & Day	2256	1973	101288	
Kevin Stoller	Jazz	Jazz	A Wishing Season	2257	2011	101289	
Quintessence	Jazz	Jazz	Essentials Of Jazz	2258	2003	101290	
Slunecni Orchestr	Jazz	Jazz	Afrodisiaka	2259	1998	101292	
Capelino	Jazz	Jazz	La Copine	2260	1993	101293	
Various	Jazz	Jazz	Jazziz - Dec 2003	2261	2003	101294	
Physical Therapy	Jazz	Jazz	Physical Therapy	2262	2005	101295	
Rick Braun	Jazz	Fusion	Beat Street	2263	1995	101296	
Karin Krogh	Jazz	Jazz	Something Boorowed Something New	2264	1989	101297	
Louis Armstrong	Jazz	Jazz	Louis Armstrong & His All-stars 1956	2265	2018	101298	
Shorty Rogers	Jazz	Jazz	The Shorty Rogers Big Band, Volume 1	2266	2004	101299	
Bobby Short	Jazz	Jazz	Songs Of New York	2267	1995	101300	
Jan Luley Trio	Jazz	Jazz	Louisiana Cafã©	2268	1997	101302	
Various	Jazz	Jazz	Concord Hybrid Sampler	2269	2017	101303	
Miles Davis	Jazz	Jazz	Chronicle (disc 3)	2270	1987	101304	
Santiago De La Muela	Jazz	Jazz	Lo Que Nos Gusta Es Esto	2271	2000	101305	
Billy Cobham	Jazz	Jazz	North By Northwest	2272	2000	101306	
Cab Calloway	Jazz	Jazz	Volume 2 (1935-1940) - Disc 3	2273	2018	101307	
Thelonius Monk & John Coltrane	Jazz	Jazz	Monk's Music	2274	1957	101308	
Everything But The Girl	Jazz	Jazz	Everything But The Girl	2275	1984	101309	
Nicole Vergel De Dios	Jazz	R&b	Take It From Me Soundtrack	2276		101310	
Bbc Big Band	Jazz	Jazz	Swing To The Big Bands (vol 6)	2277	2004	101311	
Susan Werner	Jazz	Jazz	I Can't Be New	2278	2004	101312	
Various Artists	Jazz	Instrumental	The Story Of 28 Original Instrumentals - Disc 2	2279	1992	101313	
That's Bebob	Jazz	Bebob	That's Bebob	2280	1992	101314	
Harry James And His Music Makers	Jazz	Jazz	Trumpet Blues	2281	2023	101315	
Various Artists	Jazz	Jazz	Main Mixes Compilation (both Sides Now Pre-master)	2282	1999	101316	
Ella Fitzgerlad	Jazz	Jazz	Live 1964	2283	1964	101317	
Caltech Jazz Bands	Jazz	Jazz	Exothermic Jazz	2284		101319	
Lara Fabian	Jazz	Rock	Lara Fabian	2285	2000	101321	
Montell Jordan	Jazz	R&b	Montell Jordan	2286	2002	101322	
Ann Burton	Jazz	Jazz	Louis Van Dijk / Collection	2287	1977	101323	
Muddy Waters	Jazz	Jazz	Muddy Waters Blues Band	2288	1977	101324	
Dee Dee Bridgewater	Jazz	Jazz	Dear Ella	2289	2018	101325	
Various	Jazz	Jazz	Jazz For Lovers	2290	2000	101326	
The Tab Two	Jazz	Jazz	Space Case	2291	1992	101327	
Ann Malcolm	Jazz	Jazz	Incident'ly	2292	1993	101328	
Deutschland Sucht Den Superstar	Newage	Newage	United	2293	2003	10133	
Jimmy Scott	Jazz	Jazz	Jimmy Scott (warner Jazz)	2294	2000	101330	
Al Di Meola	Jazz	Jazz	The Infinite Desire	2295	1998	101331	
Lettuce	Jazz	Funk	Outta Here	2296	2002	101332	
Solar System	Jazz	Jazz	Solar System	2297		101333	
Dizzy Gillespie	Jazz	Jazz	In Paris	2298	1949	101334	
Various	Jazz	Jazz	Fantasy Presents - Big Band Jazz	2299		101335	
Bill Evans	Jazz	Jazz - Post Bop	The Complete Riverside Recordings [disc 11]	2300	1963	101336	
Dolphins	Jazz	Jazz	Old World New World	2301		101337	
Miles Davis	Jazz	Jazz	The King Of Cool	2302	1957	101338	
Mike Ellis	Jazz	Jazz	Other Worlds	2303	1995	101339	
Jazz At Midnight	Jazz	Jazz	Cd 5	2304	2000	101340	
Courtney Pine	Jazz	Jazz	Modern Day Jazz Stories	2305	1995	101341	
Various Artists	Jazz	Jazz	Blue Note Blend	2306	2000	101342	
Aebersold	Jazz	Jazz	Vol.79 Avalon	2307	1997	101343	
Various	Jazz	Jazz	International Jazz-festival Berlin	2308		101344	
Anna Maria Jopek & Pat Metheny	Jazz	Jazz	Upojenie	2309	2002	101345	
Fats Waller	Jazz	Jazz	Last Testament His Final Recordings	2310	1926	101346	
Christopher Mason	Jazz	Jazz	Sakura	2311		101347	
Benny Goodman	Jazz	Jazz	The Benny Goodman Gold Collection	2312	1991	101348	
Olivia Cooper	Jazz	Jazz	Gospel Pearls	2313		101349	
Homebrew Dixie	Jazz	Jazz	Borderline Blues	2314	2001	101351	
Takashi Kako	Jazz	Jazz	Klee	2315		101352	
Richard Elliot	Jazz	Jazz	Chill Factor	2316	1999	101353	
Larry Coryell	Jazz	Jazz	Fallen Angel	2317	1993	101355	
Revolution Magazine	Jazz	Jazz	Departures (august 2000)	2318		101356	
Drg	Jazz	Jazz	Songbirds	2319	1985	101357	
The Charlie Byrd Trio	Jazz	Jazz	The Bossa Nova Years	2320	1991	101358	
Various Artists	Jazz	Jazz	Welcome To The Jazz Cafe	2321	1998	101359	
Jazz Fm	Jazz	Jazz	Driftin' Disc 1	2322		101360	
Dave Samuels, Paquito D'rivera, Andy Narell	Jazz	Jazz	The Caribbean Jazz Project	2323	1995	101361	
Erik Friedlander	Jazz	Jazz	Quake	2324	2003	101362	
Bill Pierce	Jazz	Jazz	The Complete William The Conquerer Sessions	2325	1985	101363	
Mike Longo	Jazz	Jazz	I Miss You John	2326	1995	101364	
Joan Armatrading	Jazz	Jazz	Something In The Air That Night	2327	1992	101365	
Various Artists	Jazz	Jazz	Indã©tendances Jazz	2328	2002	101366	
Mccoy Tyner	Jazz	Jazz	Things Ain't What They Used To Be	2329	1989	101367	
Various Artists	Jazz	Jazz	Concord Records 30th Anniversary 4	2330		101368	
Andre Ceccarelli Quartet	Jazz	Jazz	West Sisde Story	2331	1997	101369	
Schryer Band, Pierre	Jazz	Jazz	Blue Drag	2332	2003	101370	
Supreme Chord Jesters	Jazz	Jazz	Playground	2333	2011	101371	
Junior Cook	Jazz	Jazz	Senior Cookin'	2334	1998	101372	
Miles Davis	Jazz	Jazz	The Very Best Of Miles Davis	2335	1985	101373	
Various Artists	Jazz	Swing	Songs That Won Wwii - Swing	2336		101374	
George And Ira Gershwin	Jazz	Swing	Greatest Hits	2337		101375	
The Cabildos	Jazz	Jazz+funk	Crossfire	2338	2017	101376	
Williams Smith Spanier Armstrong	Jazz	Jazz	Jazz-blues-soul 1925-26	2339		101377	
Yuji Ohno	Jazz	Jazz	Lupin The 3rd - Original Soundtrack 3	2340	2022	101378	
Gillespie, Dizzy	Jazz	Jazz	The Champ	2341	1951	101379	
Billie Holiday	Jazz	Jazz	Jazz Masters	2342	1996	101381	
Helge Schneider	Jazz	Jazz	Guten Tach	2343		101382	
Edith Piaf	Jazz	Jazz	La Lã©gende (disc 2)	2344	2013	101383	
Susie Arioli Band	Jazz	Jazz	On The Sentimental Side	2345	2004	101384	
Nouvelle Cuisine	Jazz	Jazz	Slow Food	2346	2021	101385	
The Rippingtons [featuring Russ Freeman]	Jazz	Jazz	Black Diamond	2347	1997	101386	
Hard Rock Metal Hammer	Jazz	Metal	Off Road Tracks Vol. 70	2348	2003	101388	
Sam Rivers Quartet	Jazz	Jazz	Lazuli	2349	1981	101389	
Buddy Rich & Max Roach	Jazz	Jazz	Rich Versus Roach	2350		101390	
Lolo Reinhard	Jazz	Jazz	Project Noâ°1	2351	2002	101391	
Mari Natsuki	Jazz	Jazz	La Parole	2352	2002	101392	
Hot Strings	Jazz	Jazz	All The Things We Like	2353		101393	
Papa Bue's Viking Jazzband	Jazz	Jazz	On Stage	2354	1984	101394	
Frank Carlberg	Jazz	Jazz	Blind Drive	2355		101395	
Andrea Keller	Jazz	Jazz	Thirteen Sketches	2356	2001	101396	
Â³âªã€â±â¼â±	Jazz	Jazz	Reflect	2357	2001	101397	
Mark Whitfield	Jazz	Jazz	Mark Whitfield	2358	1993	101398	
Tony Gould	Jazz	Jazz	River Story	2359	1999	101399	
Duke Ellington	Jazz	Jazz	Live At The Blue Note (disc 2)	2360	1940	101400	
Duke Ellington	Jazz	Jazz	Figure Charismatique	2361	1987	101401	
Various	Jazz	Jazz	Jazziz Nov 2000	2362	2000	101402	
Larose,lederer,swell,duval	Jazz	Jazz	Obbligato	2363	2002	101403	
Le Poete Lutumba Simaro	Jazz	Jazz	Coeur Artificiel	2364		101404	
Various Artists	Jazz	Jazz	Night Moves In Jazz	2365		101405	
Metallica (live)	Jazz	Metal	S&m Disk 2	2366	1999	101406	
Jim Pepper Â· Claudine Francois Trio	Jazz	Jazz	Camargue	2367	1989	101407	
V.A.	Jazz	Jazz	Pisnicky Jaroslava Jezka A V+w	2368		101408	
Sting & Gil Evans	Jazz	Jazz	Last Session (live At Perugia Jazz Festival July, 11th 1987)	2369	1987	101409	
Anita O'day	Jazz	Vocal	Trav'lin Light	2370	1999	101411	
Kate Brislin & Katy Moffatt	Jazz	Jazz	Sleepless Nights	2371		101412	
Stefano Bollani	Jazz	Jazz	Smã¥t Smã¥t	2372	2003	101413	
Williams Smith Spanier Armstrong	Jazz	Jazz	Jazz-blues-soul 1925-26	2373		101414	
Die Sterne	Jazz	Jazz+funk	In Echt	2374	1994	101415	
Samson Schmitt Quintet	Jazz	Jazz	Djieske	2375	2002	101416	
The Keynoters	Jazz	Jazz	The Keynoters With Nat King Cole	2376	1987	101418	
Off Road Tracks	Jazz	Metal	Vol. 71	2377	2003	101419	
Kenny G	Jazz	Jazz	Faith - A Holiday Album	2378	1999	101420	
Miles Davis	Jazz	Jazz	Porgy And Bess	2379	1959	101421	
Richard Bona	Jazz	Jazz	Scenes From My Life	2380	2000	101422	
Benny Goodman	Jazz	Jazz	Greatest Hits	2381	1996	101423	
Various	Jazz	Jazz	Stadtgarten Series Vol. 2	2382		101424	
Kim Prevost & Bill Solley	Jazz	Jazz	I Would Give All My Love	2383	1999	101425	
Louis Armstrong	Jazz	Jazz	Ambassador Satch	2384	2017	101426	
Jazz Inspiration Records	Jazz	Jazz	Jazz Inspiration Records Compilation	2385		101427	
Lillian Bouttã©	Jazz	Jazz	He Touched Me	2386		101428	
William Tang	Jazz	Jazz	Movin' On	2387	1996	101429	
Brian Tarquin	Jazz	Jazz	Last Kiss Goodbye	2388	1993	101430	
Various	Jazz	Jazz	Basse Ã©lectrique - Warner Jazz Collection	2389	2000	101431	
Fleurine	Jazz	Jazz	Meant To Be!	2390	1996	101432	
Various	Jazz	Jazz	Totally Re-wired #5	2391		101433	
Mccoy Tyner	Jazz	Jazz	Soliloquy	2392	2001	101434	
Frank Gregory	Jazz	Jazz	Out Of The Blue	2393	1992	101435	
Duke Ellington	Jazz	Jazz	The Great London Concerts	2394	1964	101436	
Charlie Byrd	Jazz	Jazz	Plays Jobim	2395	2002	101437	
Various	Jazz	Jazz	Make Jazz Not War	2396	2003	101438	
Variousn (disc 1)	Jazz	Jazz	The Blue Note Years, Vol. 7: Blue Note Now As Then (disc 1)	2397	1995	101439	
Joe Henderson	Jazz	Jazz	Greatest Hits	2398	1995	101440	
Various Artists	Misc	Other	Polka Polka Polka Vol. 1	2399	1992	101441	
Ãƒã‹ã•ãšã…ã‘ã‰ã	Misc	Misc	Ã‡ Ãƒã«ãµãªã¥ã±ãÿã¡ Ã´ã±ã¡ã£ã¯ãµã¤ãœã¥ã© Ã´'ã¡ã®ãã·ã¡ã³ã´ã¡	2400		101442	
Original Motion Picture Soundtrack	Misc	Rock & Roll	The Wanderers	2401	1979	101443	
Tuta&kã¶r	Misc	Humour	Gympa Pã¥	2402	2001	101444	
Yves Montand	Misc	Misc	Montantd D'hier Et D'aujourd'hui	2403	2008	101445	
Zecchino D`oro	Misc	Misc	I Successi Vol.2	2404		101446	
Ray Conniff	Misc	Orquestra	Latinas	2405		101447	
Variousne	Misc	Reggae	Collector's Edition: Rare Reggae From The Vaults Of Studio One	2406	1989	101448	
Steven Stark	Misc	Rock	I Wonder What The Radio Plays	2407	2001	101449	
Bing Crosby	Misc	Christmas	White Christmas	2408	1998	101450	
Bebeto	Misc	World	Bebeto	2409	1975	101451	
Bettina Kenter	Misc	Speech	Kommt Ein Vogel Geflogen (cd1)	2410		101452	
Drã¦sinebanden	Misc	Folk	Et Dusin Med Drã¦sinen	2411		101453	
Wayne Moore	Misc	Misc	Songs For Ex-lovers And Wives	2412		101454	
Living River	Misc	Acapella	One Voice	2413		101455	
Agustã­n Magaldi	Misc	Tango	Rca Club	2414	1998	101456	
Various	Misc	Christmas	All Time Christmas Favorites (vol. 2)	2415	1988	101457	
Irving Berlin	Misc	Big Band	100th Anniv. Collection	2416		101458	
Michel Sardou	Misc	Chanson	Danton	2417	1972	101459	
Riri-soft	Misc	Game	Nice&lazy	2418	2003	101460	
Tom Jones	Misc	Misc	The Best Of Tom Jones	2419	1965	101461	
Various	Misc	Greek	Ã”ã¡ Ã«ã¡ãºãªãœ Ã´ã±ã¡ã£ã¯ã½ã¤ã©ã¡ Ã¬ã¡ã²	2420	1997	101462	
Topi Sorsakoski	Misc	Other	Muukalainen	2421	2000	101463	
African Children's Choir	Misc	Gospel	The Journey	2422	1997	101464	
Various	Misc	Misc	Classic Celtic Moods - Disc 3	2423	2011	101465	
Pillar	Misc	Hard Rock	Fireproof	2424	2002	101466	
Vancouver Nights	Misc	Alternative	Vancouver Nights	2425	2000	101467	
Fernandel	Misc	Misc	La Douce France Rã©tro - Fernandel	2426	2002	101468	
Carol Mccomb	Misc	Misc	Little Bit Of Heaven	2427	2000	101469	
Various Artists	Misc	Misc	Best Of Love Songs - Vol. 2	2428		101470	
Som E Louvor	Misc	Gospel	Instrumentos De Amor	2429	1997	101471	
Run-d.M.C.	Misc	Misc	Tougher Than Leather	2430	1988	101472	
Serge Lama	Misc	H Grands	Napoleon Vol 2	2431	1982	101473	
The Chap Collective	Misc	Avantgarde	Collis Browne's Jamboree	2432	2003	101474	
Frilly Lizard	Misc	Misc	Dancin' On The Water	2433	2001	101475	
The Gibbons Family	Misc	Christmas	Let Us Adore Him	2434	1998	101476	
Richard Gotainer	Misc	Humour	Tendance Banane	2435	1997	101477	
Georges Chelon	Misc	Chanson	Chercheur D' Eau	2436	1990	101478	
Saija Varjus	Misc	Misc	Ihana Aamu	2437		101479	
Ãã…ãã Ã‚ã…ãã…ã”ã“ãããã•	Misc	Other	Ãã…ã Ãƒã‡	2438	1996	101480	
Various Artists	Misc	Pop	Summertime Party Pack (disc 3)	2439	2002	101481	
Jo Stafford	Misc	Vocal	Jo Stafford The Great Jazz Artist Series	2440	2002	101482	
James Last	Misc	Misc	James Last All The Best	2441	1980	101483	
Catherine Boulanger	Misc	Chanson	De Vous A Moi	2442	1992	101484	
Div	Misc	Pop	Pop Of The Century Cd1	2443	1999	101485	
Kjarkas	Misc	Ethnic	Lo Mejor Vol. V	2444	2000	101486	
Kawai Cockett	Misc	Misc	O Ka`ohao Ku`u `aina Nani	2445	1993	101487	
A*teens Fuckers	Misc	Misc	Teen Spirit	2446		101488	
Gaberlunzie	Misc	Folk	Twa Corbies	2447	1997	101489	
Vientos Del Sur	Misc	New Wave	Mystical Landscapes	2448		101490	
Songs 4 Life	Misc	Christian Contemp	Celebrate The Promise! 2	2449	1999	101492	
Pork Pie Tribe	Misc	Misc	Pork Pie Tribe	2450		101493	
Lobã£o	Misc	Misc	Vivo	2451		101494	
Hans-jã¼rgen Hufeisen	Misc	Misc	Mein Schutzengel	2452	2000	101495	
Peter Steven	Misc	Acoustic	Peter Steven	2453	2003	101496	
Long Beach Dub All Stars	Misc	Ska	Live At The World Theater - 20/05/00	2454	1999	101497	
Fagner	Misc	Mpb	Eternas Ondas	2455	1980	101498	
Bel Canto	Misc	Alt. Rock	Magic Box	2456	1996	101499	
The Full Nine	Misc	Alternative	The Full Nine	2457	2002	101500	
Tom Rapp	Misc	Other	A Journal Of The Plague Year	2458	1999	101501	
Ã¨ã ã¨ã¥	Misc	Rock	Ã§ãºã¥ãª Ãºã¥ã«ã¯	2459	1988	101502	
Twenty 4 Seven	Misc	Eurodance	Slave To The Music	2460	1993	101503	
Crosspulse	Misc	Other	Body Tjak: The Celebration	2461	2001	101504	
Â³â¯â¼zâ¼_	Misc	Pop	Â¥ãƒâ»â·â¬oâ§aâªâºâªbâ¤ã	2462	1989	101505	
Mcnight, Sharon	Misc	Soundtrack	Offensive, Too	2463		101506	
Paula Koivuniemi	Misc	Misc	Kuuntelen Tomppaa	2464	1999	101507	
Schandmaul	Misc	Folk/rock	Von Spitzbuben Und Anderen Halunken	2465	2001	101508	
Roger Whittaker	Misc	Easy Listening	Zum Weinen Ist Immer Noch Zeit	2466	1987	101509	
Isabelle Valdez	Misc	Musica Cristi	Isabelle	2467	2011	101510	
Barleyshakes	Misc	Folk/rock	Gach Ean	2468	1990	101511	
Oneida	Misc	Misc	Anthem Of The Moon	2469	2001	101512	
Yasmine	Misc	Pop	Blauw	2470	2010	101513	
Braids	Misc	R&b	Here We Come	2471	1999	101514	
Uwe Hã¼bner	Misc	Schlager	Der Deustche Hitmix #4	2472		101515	
Brit Pops Orchestra	Misc	Pop	It Must Be...The Brit Pops Orchestra	2473	1996	101516	
Ã©?å ã¤â½?ã¦å“âªã¦â£â®	Misc	Japanese Pop	Ã§â©âºã¨â‚¬â³ã£?â®ã¤â¸ëœ	2474	1991	101517	
Bobby Rydell	Misc	Pop	Born With A Smile	2475	1976	101518	
Christina Aguilera	Misc	X-mas	My Kind Of Christmas	2476	2000	101519	
Ketama	Misc	Misc	Toma	2477	1999	101520	
Uwe Hã¼bner	Misc	Misc	Der Deutsche Hitmix No. 5 - Die Party	2478		101521	
Jacques Brel	Misc	Chanson	Les Marquises	2479	1977	101522	
Ã‘ã¬ã»ã±ã«ã®ã¢ã»ã¥ Ã£ã ã«ã«ã¾ã¶ã¨ã­ã ã¶ã¨ã¨	Misc	Misc	Ã‹â¸ã¤9	2480	2001	101523	
Diverse	Misc	Schlager	Schlager Box Folge 4	2481		101524	
Foreigner	Misc	Rock	4	2482	1981	101525	
Joe Jackson	Misc	Rock	Unauthorized Live Vol 1	2483	1980	101526	
Prince	Misc	Funk	Musicology	2484	2004	101527	
Sandra	Misc	Vocal	My Favourites - Cd 1 - Remixes -	2485	1999	101528	
Ivan Villazon	Misc	Vallenato	La Compaã±ia	2486	2020	101529	
Various Artists	Misc	Misc	No Compromise - Remembering The Music Of Keith Green	2487	2007	101530	
Kohann	Misc	Trip-hop	Don	2488	2001	101531	
Les Elles	Misc	Vocal	Siamoises	2489	2003	101532	
Marie Wilson	Misc	Pop-folk	The \unsigned\ Collection	2490	1994	101533	
Sophie Ellis-bextor	Misc	Polka	Read My Lips	2491	2001	101534	
Bird York	Misc	Trip-hop	The Velvet Hour	2492	2003	101535	
Allure	Misc	Misc	Cuts	2493	1998	101536	
Renã© Froger	Misc	Ballad	You're My Everything	2494	1999	101537	
Shakatak	Misc	Misc	Fiesta	2495	2017	101538	
Bashung	Misc	Misc	Chatterton	2496	1998	101539	
Vessel	Misc	Electronic	Dreaming In Pairs	2497	2002	101540	
Fsb	Misc	Misc	Anthology Vol. 1	2498		101541	
Noise Box	Misc	Misc	The Bigginning	2499		101542	
Digital Factor	Misc	Misc	De Facto	2500		101543	
Vitamin	Misc	Misc	Ah Aman Maganda	2501	1992	101544	
Div	Misc	Top 40	Maxi Compil' Vol. 12	2502	1997	101545	
Hans Peterson	Misc	Misc	Spin Me A Tale	2503	2015	101546	
Cincinnati's Women's Choir	Misc	Choral	Muse Live!	2504	2001	101547	
Mushroom Trail	Misc	Misc	My Medicine	2505	1993	101548	
Ã£?â€¢ã£?â ã£?â¾ã£?â€¢ã£?â€”	Misc	J-pop	Ã£æ’â„¢ã£â€šâ¹ã£æ’ë†ã¯â¼â€ ã£æ’â„¢ã£â€šâ¹ã£æ’ë†	2506	2003	101549	
Vargas	Misc	Misc	Tree	2507	1993	101550	
Diverse	Misc	Other	More Best Sellers 4	2508		101552	
Various	Misc	Misc	The No. 1 Eighties Album Cd 2	2509	2001	101553	
Various Artists	Misc	R&b (ã¤â¸â‚¬ã¨ë†â¬)	Rhythm & Babe	2510	2019	101554	
Ãšã°ã ã±ã­ã ã¿ Ã¯ã«ã¥ã±ã¥ã­ã¼	Misc	Misc	Ã‘ã¯ã¿ã¹ã ã¿ Ãªã°ã ã±ã ã¢ã¨ã¶ã  Cd2	2511		101555	
Various Artists	Misc	Dance	Dance Collection Volume 18 (sexy Disco)	2512	2002	101556	
Franz Schubert	Misc	Classic	Chã¶re	2513	1977	101557	
Autori Vari	Misc	Acapella	Polifonia Sacra Nel Rinascimento Spagnolo	2514	1987	101558	
Shang Shang Typhoon	Misc	Pop-folk	Shang Shang Typhoon 3	2515	1992	101559	
Wolfgang Ambros	Misc	Misc	Voom Voom Vanilla Camera	2516	1999	101560	
Resurrection Eve	Misc	Ebm	Rapture	2517	2003	101561	
Kathy Ziegler	Misc	Rock	Kathy Ziegler	2518	2000	101562	
Various Artists	Misc	Misc	On The Trail	2519		101563	
Windham Hill Artists	Misc	New Age	Winter Solstice On Ice (disc 1)	2520	1999	101564	
Demet	Misc	Oriental	Demet	2521	1998	101565	
Various Artists	Misc	Other	Narada Collection: Obsession - New Flamenco Romance	2522		101566	
Various	Misc	Misc	Techno Trance	2523	2009	101567	
Men At Work	Misc	Pop	The Works	2524	1992	101568	
Various Artists	Misc	Miscelanious	World Omnium Music	2525	2001	101569	
Various Artists	Misc	Misc	Stars Of Afro-pop	2526	2001	101570	
Itch-e & Scratch-e	Misc	Misc	...And Friends... - First Disc	2527		101571	
Ngoc Lan	Misc	Misc	Ngoc Lan - 46 Tinh Ca Hay Nhat	2528	1994	101572	
Aavv	Misc	Misc	Dance Collection - Charming Nights	2529		101573	
Prodigy	Misc	Rock	The Castbreeder	2530	2015	101574	
Deborah Sasson	Misc	Misc	Deborah Sasson	2531	2009	101575	
Various	Misc	Misc	One Hit Wonders	2532	2002	101576	
Ray Parker Jr.	Misc	Misc	I Love You Like You Are	2533		101577	
Steven Fry	Misc	Gospel	We Are Called	2534	2002	101579	
Tru	Misc	Gangsta Rap	Tru 2 Da Game Cd2	2535	1997	101580	
Hajime Sato	Misc	Other	Blue Best 1998-2003	2536	2003	101581	
Soweto String Quartet	Misc	Crossover	Four	2537		101582	
Baremboim-paris	Misc	Intã©grale	Berlioz: The Berlioz Experience 8-10	2538	2003	101583	
Laserdance	Misc	Dance	Fire On Earth	2539	1994	101584	
Daft Punk	Misc	Techno	Discovery	2540	2001	101585	
Mr. Boogie Woogie & The Firesweep Bluesband	Misc	Misc	Bluesin' & Cruesin'	2541		101586	
Hitmix	Misc	Dance	Der Hitmix Geht Weiter	2542	1991	101587	
Luky	Misc	Misc	Ararita	2543	2003	101588	
Saturnalia String Trio & Daniel Carter	Misc	Avantgarde	Meditations On Unity	2544	1999	101589	
Jon Gibson	Misc	Other	Live In 85	2545	1983	101591	
Americo Rodrigues	Misc	Misc	O Despertar Do Funambulo	2546		101592	
Various	Misc	Techno	Adam&eve Records-most Wanted Vol2	2547	1994	101593	
Wendy Northcutt	Misc	Misc	The Darwin Awards Ii - Disc 3 Of 3	2548		101594	
Ã¦â¸â€¦ã¨â²â´	Misc	Pop	I'll Be There	2549	2001	101595	
John Beltran	Misc	House	In Full Color	2550	2004	101596	
Tseng Yung-ching	Misc	Ethnic	Magic Of The Chinese Flute	2551	2002	101597	
Kool & The Gang	Misc	Misc	Compilation Cd 2	2552		101598	
Next	Misc	House	Progressive - Cd 1	2553	2001	101599	
Book Of Mormon	Misc	Speech	Disk 23	2554	1995	101600	
Small Axe Band	Misc	Calypso	Watch De Creep Up	2555	2003	101601	
Ralph Stanley	Misc	Bluegrass	Disc 4	2556	1971	101602	
Various Artists	Misc	House	Universal Rhythm	2557	1996	101603	
Los Bukis	Misc	Other	30 Inolvidables	2558	2003	101604	
Various	Misc	Ambient	Real Ibiza V Cd 2	2559	2002	101605	
Faith Assembly	Misc	Misc	Shades Of Blue (deluxe Edition)	2560	1998	101606	
Electric Light Orchestra	Misc	Misc	First Movement	2561	1971	101607	
Various Artists	Misc	Electronic	Digital Empire Iii: Cd1 Phuturism	2562	2000	101608	
Billy Mccoll	Misc	Folk	Creative Fire - Burns	2563	2001	101609	
Various Artists	Misc	Misc	Solar Box Set (2/6)	2564		101610	
Max Melvin	Misc	Ambient	Satellite	2565	2003	101611	
Max Mclean	Misc	Misc	Bible	2566		101612	
Various	Misc	Misc	Wd00122	2567		101613	
(old Navy) Dance Remix	Misc	Misc	A New Spin	2568		101614	
Various	Misc	Misc	Garage Grooves	2569		101615	
Cypher	Misc	Psychedelic	Imusic [twscd08]	2570	1999	101616	
Richard Anthony	Misc	Chanson	J'entend Siffler Le Train	2571	1993	101617	
Ã¤â¸â­ã¥â³â¶ã£?â¿ã£â€šâ€ ã£??	Misc	Jpop	Ã¦â­å’ã£?â§ã£?â€”ã£?â€¹ã¨â¨â‚¬ã£?ë†ã£?âªã£?â€ž	2572	1991	101618	
Christopher Lawrence	Misc	Trance	Temptation	2573	1999	101619	
Dance Classics	Misc	Hip Hop	Vol. 8	2574	1997	101620	
Afro Celt Sound System	Misc	World	Volume 3: Further In Time	2575	2001	101621	
Various Artists	Misc	Misc	Trip Do Brasil	2576		101622	
Various	Misc	House	Classic To The Core-volume One	2577	1995	101623	
Various Artists	Misc	Misc	The Best Of The Golden Love Songs Vol. 1	2578	1990	101624	
Dj Beej	Misc	Trance	Rubber 2001	2579	2001	101625	
Olivier Velay	Misc	House	Distance House Vol. 04 [distance]	2580	2003	101626	
Various Artists	Misc	Electronic	Maharaja Night	2581	1992	101627	
Alexander Mccall Smith	Misc	Book (unabridged)	Kalahari Typing School For Men 4of6	2582		101628	
Henning Mankell	Misc	Speech	Innan Frosten - Cd4	2583	2002	101629	
Mixed By Nick Warren	Misc	Trance	Gu011 Budapest [cd1]	2584	1999	101630	
Spacemen 3	Misc	Indie	Perfect Perscription	2585	1996	101631	
Bill Bryson	Misc	Misc	In A Sunburned Country - Disc 7 Of 10	2586		101632	
Icons	Misc	Misc	Emotions With Intellect	2587	2013	101633	
Jon Of The Pleased Wimmin	Misc	Misc	The Distictive Sounds Of House: Volume 1	2588		101634	
Blame	Misc	Dub	Logical Progression 1	2589		101635	
Various Artists	Misc	Misc	Big Rock'n Beats	2590		101636	
Various Artists	Misc	Lo-fi	Sueno Latino (cd2) Sueno Bar	2591	2002	101637	
Rezistance	Misc	Techno	Capacitorz	2592	1998	101638	
Spacemen	Misc	Florida Breakbeats	Spacemen	2593	1999	101639	
J.K. Rowling	Misc	Vocal	Harry Potter And The Order Of The Phoenix	2594	2003	101640	
Various Artists	Misc	Club	Dj Pool Vol. 2	2595	1997	101641	
Compilation Variã©	Misc	Electronic	How Do You Sleep ? Cd 2 / 2	2596	2001	101642	
Mixed	Misc	Misc	Dance World Vol. 1	2597		101643	
Chucho Avellanet	Misc	Misc	Los Aã±os Rico-vox 62-66	2598	1967	101644	
